fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
1,0.9,0.1707071623518735,-1,37,80,0.0326834287000367,-1.2839646921110892,AB,1275,3346.0652866615446,3891.498331898552,3592.237826675514,661,5,CB,77,0,BC,1,1,1,0,200.0,0,INTERNET,14.671537525924046,linux,0,1,0,7
1,0.9,0.2483578414170333,-1,122,30,0.0170725554743186,-1.0731639675540678,AC,383,4066.1643264934296,3045.357462141977,3054.116043643145,0,11,CA,117,1,BA,1,0,-1,0,200.0,0,INTERNET,6.549930541833381,windows,0,1,0,7
1,0.6000000000000001,0.4735238766708854,-1,26,30,10.96570529646278,-0.8265557626240925,AB,1297,4979.382899870974,4590.266738301685,3653.730707167004,9,10,CB,130,0,BC,0,1,28,0,200.0,0,TELEAPP,4.57605844664026,other,0,0,0,7
1,0.6000000000000001,0.8626350320057694,-1,62,30,0.0270173418630756,-1.6706281044377291,AC,792,5569.7222717084205,2855.462952490016,3079.300710385778,0,6,CA,216,1,BA,0,1,-1,0,1000.0,0,INTERNET,7.205966662895168,windows,1,1,0,7
1,0.3,0.8809434865219643,-1,129,50,0.0096229280174202,-0.4613461335560973,AB,359,1244.9990129316648,2261.4066870634315,3006.8313930002173,12,4,CA,290,0,BA,0,1,9,0,1500.0,0,INTERNET,6.033824187866722,linux,0,1,0,7
1,0.8,0.156659679802374,-1,18,10,0.0041445416040901,-0.9079141203982288,AB,1134,1781.1255560279694,2033.874843947768,3939.889321536279,5,7,CA,121,0,BA,0,1,28,0,200.0,0,INTERNET,4.837424047889064,windows,0,1,0,7
1,0.9,0.710661139562506,-1,360,60,0.0020868472523901,-1.016633716021763,AB,833,1679.9105477797389,3432.562728566514,4794.801255105615,9,2,CA,282,0,BA,0,1,1,0,1500.0,0,INTERNET,7.037956633070861,windows,1,1,0,7
1,0.9,0.1143928317217641,-1,106,30,0.0070492178868529,-0.8022169901492808,AD,881,3071.86978925526,4178.090686125667,3095.308963701502,8,5,CA,359,1,BA,0,1,28,0,2000.0,0,INTERNET,4.5073174654970165,linux,0,1,0,7
1,0.9,0.4831074737563709,-1,170,60,0.0162339778418736,-0.9814048085222792,AC,770,5347.647299156094,3953.1417898901336,3152.720365959397,1,0,CC,241,1,BA,1,1,-1,0,1500.0,0,INTERNET,24.086549157736503,windows,0,1,0,7
1,0.1,0.1223769611476164,-1,101,30,0.0059882123796911,-0.5083651173163852,AB,2311,4692.482781560102,3929.0279318191297,3184.107415443096,44,5,CA,113,1,BA,0,1,1,0,2000.0,0,INTERNET,3.2378794615887827,linux,0,1,0,7
1,0.1,0.1630814276653483,-1,50,40,0.0100923994879199,-0.7589160638926064,AB,666,2321.114836377796,3293.7638748452064,3083.0202966709307,9,7,CA,191,1,BA,0,1,15,0,1000.0,0,INTERNET,4.2268427466391305,other,1,1,0,7
1,0.9,0.0331019342822453,-1,15,20,0.0184751980136601,-0.3468915606390818,AC,771,3342.411248106989,2275.761509498903,3196.162865989673,1,9,CA,197,0,BA,0,1,-1,0,990.0,0,INTERNET,1.9315290093332973,windows,0,1,0,7
1,0.9,0.9956476425788132,-1,74,40,0.0240112706009183,-0.6494848008581195,AB,1676,1028.624542620804,2546.6390877841973,3119.5457363556893,18,10,CA,219,1,BA,0,1,27,0,2000.0,0,INTERNET,3.938411462577336,windows,1,1,0,7
1,0.5,0.2198726712165202,-1,220,40,0.0105356475303724,-0.8326832521887162,AB,1254,1607.954291861738,2536.151852009016,3077.7585704023445,5,9,CA,199,1,BA,0,1,-1,0,1500.0,0,INTERNET,4.3360419993798125,windows,0,1,0,7
